Seat Comfort,Cabin Staff Service,Ground Service,Value For Money,Food & Beverages,Inflight Entertainment,Distance,Is_stop,Seat Type,Type Of Traveller,Flight Length,Recommended
2.0,2.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
5.0,1.0,,3.0,4.0,5.0,,0,Business Class,,,0.0
5.0,4.0,,3.0,3.0,4.0,,0,First Class,,,1.0
5.0,5.0,,5.0,5.0,5.0,,0,Business Class,,,1.0
3.0,4.0,,4.0,4.0,4.0,,0,Economy Class,,,1.0
4.0,5.0,,4.0,2.0,4.0,,0,Business Class,,,1.0
4.0,5.0,,5.0,4.0,4.0,,0,Economy Class,,,1.0
2.0,1.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
3.0,2.0,,2.0,4.0,1.0,,0,Business Class,,,0.0
5.0,5.0,,2.0,5.0,3.0,,0,Business Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
4.0,1.0,,1.0,4.0,1.0,,0,Economy Class,,,0.0
2.0,5.0,,3.0,2.0,4.0,,0,Business Class,,,1.0
5.0,4.0,,5.0,4.0,5.0,,0,Economy Class,,,1.0
2.0,5.0,,3.0,4.0,1.0,,0,Business Class,,,0.0
2.0,1.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
3.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,2.0,3.0,1.0,,0,Economy Class,,,0.0
3.0,5.0,,5.0,4.0,4.0,,0,Economy Class,,,1.0
5.0,5.0,,5.0,5.0,5.0,,0,Business Class,,,1.0
5.0,4.0,,4.0,5.0,5.0,,0,Economy Class,,,1.0
3.0,4.0,,4.0,4.0,3.0,,0,Premium Economy,,,1.0
4.0,3.0,,5.0,2.0,4.0,,0,Economy Class,,,1.0
5.0,5.0,,5.0,5.0,3.0,,0,Economy Class,,,1.0
1.0,1.0,,1.0,1.0,4.0,,0,Premium Economy,,,0.0
4.0,2.0,,3.0,4.0,4.0,,0,Economy Class,,,1.0
3.0,2.0,,2.0,3.0,2.0,,0,Business Class,,,0.0
4.0,5.0,,5.0,4.0,4.0,,0,Business Class,,,1.0
3.0,5.0,,5.0,5.0,5.0,,0,Economy Class,,,1.0
1.0,1.0,,1.0,1.0,1.0,,0,Premium Economy,,,0.0
1.0,1.0,,1.0,1.0,4.0,,0,Premium Economy,,,0.0
4.0,2.0,,3.0,4.0,4.0,,0,Economy Class,,,1.0
3.0,2.0,,2.0,3.0,2.0,,0,Business Class,,,0.0
4.0,5.0,,5.0,4.0,4.0,,0,Business Class,,,1.0
1.0,2.0,,1.0,1.0,1.0,,0,Business Class,,,0.0
3.0,4.0,,2.0,3.0,3.0,,0,Economy Class,,,0.0
1.0,4.0,,2.0,4.0,4.0,,0,Business Class,,,0.0
4.0,5.0,,5.0,3.0,1.0,,0,Economy Class,,,1.0
2.0,3.0,,1.0,4.0,3.0,,0,Economy Class,,,0.0
5.0,5.0,,,3.0,5.0,,0,Economy Class,,,
5.0,5.0,,5.0,5.0,4.0,,0,Business Class,,,1.0
2.0,2.0,,2.0,1.0,1.0,,0,Business Class,,,0.0
5.0,4.0,,5.0,5.0,4.0,,0,Economy Class,,,1.0
5.0,5.0,,5.0,5.0,1.0,,0,Business Class,,,1.0
2.0,4.0,,3.0,1.0,1.0,,0,Economy Class,,,0.0
4.0,5.0,,5.0,4.0,4.0,,0,Economy Class,,,1.0
4.0,3.0,,4.0,2.0,5.0,,0,Premium Economy,,,0.0
3.0,2.0,,3.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
4.0,5.0,,5.0,5.0,4.0,,0,Business Class,,,1.0
2.0,4.0,,2.0,5.0,2.0,,0,Business Class,,,0.0
2.0,1.0,,2.0,2.0,1.0,,0,Economy Class,,,0.0
3.0,4.0,,4.0,4.0,3.0,,0,Premium Economy,,,1.0
4.0,5.0,,5.0,3.0,4.0,,0,Premium Economy,,,1.0
5.0,5.0,,5.0,5.0,5.0,,0,Economy Class,,,1.0
3.0,3.0,,4.0,4.0,3.0,,0,Economy Class,,,1.0
3.0,3.0,,2.0,3.0,4.0,,0,Economy Class,,,0.0
2.0,1.0,,4.0,2.0,4.0,,0,Economy Class,,,0.0
2.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
5.0,4.0,,5.0,4.0,3.0,,0,Economy Class,,,1.0
1.0,1.0,,3.0,3.0,1.0,,0,Premium Economy,,,0.0
1.0,2.0,,3.0,2.0,2.0,,0,Economy Class,,,0.0
3.0,5.0,,3.0,4.0,5.0,,0,Premium Economy,,,1.0
4.0,4.0,,5.0,4.0,3.0,,0,Economy Class,,,1.0
2.0,4.0,,3.0,3.0,4.0,,0,Economy Class,,,1.0
3.0,5.0,,3.0,4.0,4.0,,0,Economy Class,,,0.0
4.0,3.0,,3.0,4.0,4.0,,0,Business Class,,,1.0
4.0,5.0,,4.0,4.0,5.0,,0,Economy Class,,,1.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
5.0,5.0,,5.0,5.0,5.0,,0,Business Class,,,1.0
5.0,5.0,,5.0,4.0,5.0,,0,Business Class,,,1.0
1.0,3.0,,1.0,3.0,1.0,,0,Premium Economy,,,0.0
2.0,5.0,,5.0,4.0,5.0,,0,Premium Economy,,,1.0
1.0,1.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
3.0,3.0,,2.0,1.0,2.0,,0,Economy Class,,,0.0
1.0,3.0,,2.0,2.0,2.0,,0,Business Class,,,0.0
4.0,5.0,,5.0,5.0,5.0,,0,Business Class,,,1.0
2.0,4.0,,3.0,4.0,2.0,,0,Economy Class,,,1.0
2.0,2.0,,2.0,1.0,2.0,,0,Economy Class,,,0.0
2.0,1.0,,2.0,3.0,3.0,,0,Economy Class,,,0.0
5.0,5.0,,4.0,5.0,3.0,,0,Business Class,,,1.0
1.0,1.0,,1.0,2.0,2.0,,0,Business Class,,,0.0
4.0,4.0,,4.0,2.0,3.0,,0,Economy Class,,,1.0
4.0,5.0,,5.0,5.0,5.0,,0,Economy Class,,,1.0
2.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
3.0,5.0,,5.0,5.0,4.0,,0,Business Class,,,1.0
3.0,5.0,,3.0,4.0,4.0,,0,Economy Class,,,0.0
4.0,1.0,,3.0,5.0,4.0,,0,Economy Class,,,0.0
3.0,5.0,,4.0,5.0,4.0,,0,Economy Class,,,1.0
3.0,2.0,,3.0,4.0,3.0,,0,Economy Class,,,1.0
4.0,3.0,,4.0,3.0,2.0,,0,Economy Class,,,1.0
5.0,5.0,,5.0,4.0,3.0,,0,Economy Class,,,1.0
5.0,5.0,,4.0,4.0,4.0,,0,Business Class,,,1.0
3.0,1.0,,2.0,2.0,1.0,,0,Economy Class,,,0.0
2.0,2.0,,3.0,3.0,3.0,,0,Premium Economy,,,0.0
4.0,5.0,,5.0,3.0,3.0,,0,Premium Economy,,,1.0
3.0,4.0,,4.0,3.0,1.0,,0,Economy Class,,,1.0
3.0,2.0,,2.0,3.0,1.0,,0,Business Class,,,0.0
3.0,3.0,,5.0,3.0,2.0,,0,Economy Class,,,1.0
3.0,4.0,,3.0,4.0,3.0,,0,Business Class,,,1.0
4.0,4.0,,5.0,4.0,4.0,,0,Business Class,,,1.0
4.0,2.0,,3.0,3.0,2.0,,0,Business Class,,,0.0
4.0,3.0,,5.0,4.0,4.0,,0,Economy Class,,,1.0
1.0,2.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
3.0,3.0,,2.0,3.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,3.0,2.0,,0,Business Class,,,0.0
1.0,1.0,,1.0,1.0,2.0,,0,Business Class,,,0.0
2.0,1.0,,2.0,1.0,2.0,,0,Economy Class,,,0.0
5.0,5.0,,5.0,4.0,5.0,,0,Economy Class,,,1.0
5.0,5.0,,5.0,3.0,3.0,,0,Economy Class,,,1.0
2.0,2.0,,3.0,4.0,1.0,,0,Economy Class,,,0.0
2.0,3.0,,3.0,3.0,3.0,,0,Economy Class,,,1.0
3.0,2.0,,3.0,1.0,1.0,,0,Economy Class,,,0.0
4.0,4.0,,4.0,4.0,4.0,,0,Business Class,,,1.0
1.0,1.0,,1.0,1.0,1.0,,0,Premium Economy,,,0.0
5.0,5.0,,4.0,5.0,4.0,,0,Business Class,,,1.0
4.0,4.0,,4.0,4.0,4.0,,0,Business Class,,,1.0
5.0,5.0,,4.0,2.0,1.0,,0,Economy Class,,,0.0
5.0,5.0,,5.0,4.0,2.0,,0,Business Class,,,1.0
3.0,3.0,,4.0,3.0,4.0,,0,Economy Class,,,0.0
2.0,4.0,,3.0,3.0,1.0,,0,Business Class,,,0.0
2.0,4.0,,2.0,2.0,3.0,,0,Economy Class,,,0.0
2.0,3.0,,4.0,3.0,5.0,,0,Economy Class,,,1.0
1.0,1.0,,1.0,1.0,1.0,,0,Business Class,,,0.0
4.0,2.0,,3.0,2.0,2.0,,0,Business Class,,,0.0
3.0,3.0,,3.0,1.0,1.0,,0,Business Class,,,0.0
4.0,4.0,,4.0,4.0,4.0,,0,Business Class,,,1.0
4.0,5.0,,5.0,4.0,4.0,,0,Economy Class,,,1.0
4.0,5.0,,4.0,5.0,5.0,,0,Economy Class,,,1.0
4.0,5.0,,5.0,3.0,5.0,,0,Economy Class,,,1.0
1.0,3.0,,1.0,2.0,1.0,,0,Business Class,,,0.0
4.0,5.0,,5.0,5.0,4.0,,0,Business Class,,,1.0
1.0,3.0,,1.0,1.0,2.0,,0,Premium Economy,,,0.0
4.0,3.0,,3.0,3.0,4.0,,0,Economy Class,,,0.0
5.0,2.0,,4.0,1.0,1.0,,0,Business Class,,,0.0
3.0,2.0,,4.0,2.0,2.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,1.0,1.0,,0,Business Class,,,0.0
1.0,3.0,,1.0,1.0,1.0,,0,Business Class,,,0.0
3.0,5.0,,5.0,5.0,2.0,,0,Business Class,,,1.0
4.0,5.0,,4.0,3.0,4.0,,0,Premium Economy,,,1.0
3.0,1.0,,2.0,2.0,2.0,,0,Economy Class,,,0.0
3.0,3.0,,1.0,1.0,2.0,,0,First Class,,,0.0
4.0,4.0,,3.0,4.0,4.0,,0,Business Class,,,1.0
3.0,1.0,,2.0,3.0,3.0,,0,Business Class,,,0.0
4.0,5.0,,3.0,1.0,3.0,,0,Business Class,,,1.0
4.0,4.0,,3.0,2.0,2.0,,0,Business Class,,,0.0
1.0,2.0,,1.0,2.0,4.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,2.0,4.0,,0,Economy Class,,,0.0
4.0,5.0,,4.0,5.0,4.0,,0,Economy Class,,,1.0
1.0,1.0,,1.0,2.0,4.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
5.0,3.0,,4.0,5.0,4.0,,0,Economy Class,,,1.0
1.0,3.0,,4.0,3.0,2.0,,0,Economy Class,,,0.0
2.0,3.0,,4.0,3.0,5.0,,0,Economy Class,,,1.0
3.0,4.0,,4.0,3.0,1.0,,0,Economy Class,,,1.0
3.0,4.0,,2.0,3.0,4.0,,0,Business Class,,,0.0
4.0,5.0,,5.0,4.0,4.0,,0,Premium Economy,,,1.0
2.0,3.0,,2.0,2.0,3.0,,0,Economy Class,,,0.0
4.0,5.0,,5.0,5.0,5.0,,0,Premium Economy,,,1.0
4.0,5.0,,5.0,4.0,4.0,,0,Premium Economy,,,1.0
3.0,3.0,,4.0,4.0,1.0,,0,Economy Class,,,0.0
5.0,5.0,,5.0,4.0,3.0,,0,Economy Class,,,1.0
4.0,4.0,,4.0,4.0,1.0,,0,Economy Class,,,1.0
1.0,1.0,,4.0,1.0,4.0,,0,Economy Class,,,0.0
4.0,4.0,,5.0,5.0,4.0,,0,Economy Class,,,1.0
2.0,3.0,,2.0,3.0,4.0,,0,Premium Economy,,,0.0
2.0,1.0,,2.0,1.0,3.0,,0,Economy Class,,,0.0
3.0,3.0,,4.0,3.0,3.0,,0,Economy Class,,,1.0
3.0,5.0,,3.0,4.0,5.0,,0,Economy Class,,,1.0
3.0,4.0,,4.0,4.0,4.0,,0,Economy Class,,,1.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
2.0,1.0,,2.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,1.0,4.0,2.0,,0,Economy Class,,,0.0
1.0,3.0,,3.0,2.0,2.0,,0,Premium Economy,,,0.0
2.0,1.0,,4.0,3.0,4.0,,0,Economy Class,,,0.0
3.0,5.0,,4.0,5.0,3.0,,0,Premium Economy,,,1.0
1.0,4.0,,2.0,1.0,3.0,,0,Economy Class,,,0.0
5.0,2.0,,5.0,5.0,5.0,,0,Economy Class,,,0.0
1.0,5.0,,2.0,3.0,1.0,,0,Economy Class,,,0.0
3.0,4.0,,4.0,5.0,5.0,,0,Economy Class,,,1.0
2.0,5.0,,4.0,2.0,5.0,,0,Economy Class,,,1.0
3.0,4.0,,4.0,2.0,2.0,,0,Economy Class,,,0.0
1.0,2.0,,2.0,1.0,2.0,,0,Economy Class,,,0.0
1.0,4.0,,3.0,5.0,3.0,,0,Premium Economy,,,0.0
4.0,5.0,,5.0,5.0,5.0,,0,Economy Class,,,1.0
2.0,4.0,,3.0,2.0,2.0,,0,Economy Class,,,1.0
1.0,4.0,,1.0,3.0,1.0,,0,Premium Economy,,,0.0
2.0,2.0,,3.0,2.0,2.0,,0,Economy Class,,,0.0
4.0,5.0,,5.0,5.0,1.0,,0,Premium Economy,,,1.0
4.0,5.0,,5.0,4.0,1.0,,0,Economy Class,,,1.0
3.0,1.0,,3.0,2.0,3.0,,0,Economy Class,,,0.0
4.0,5.0,,3.0,3.0,3.0,,0,Economy Class,,,1.0
2.0,2.0,,3.0,1.0,4.0,,0,Economy Class,,,0.0
2.0,2.0,,2.0,2.0,3.0,,0,Business Class,,,0.0
5.0,5.0,,5.0,3.0,4.0,,0,Premium Economy,,,1.0
2.0,4.0,,4.0,4.0,4.0,,0,Economy Class,,,1.0
3.0,4.0,,3.0,1.0,4.0,,0,Premium Economy,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
5.0,5.0,,5.0,4.0,3.0,,0,Premium Economy,,,1.0
1.0,2.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,2.0,1.0,2.0,,0,Economy Class,,,0.0
4.0,4.0,,,2.0,4.0,,0,Economy Class,,,
2.0,2.0,,3.0,1.0,4.0,,0,Economy Class,,,0.0
5.0,4.0,,3.0,4.0,1.0,,0,Business Class,,,0.0
3.0,5.0,,3.0,3.0,2.0,,0,Business Class,,,1.0
4.0,1.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
5.0,5.0,,4.0,5.0,5.0,,0,Business Class,,,1.0
4.0,4.0,,4.0,4.0,1.0,,0,Economy Class,,,1.0
4.0,4.0,,4.0,4.0,3.0,,0,Economy Class,,,1.0
1.0,1.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
3.0,3.0,,4.0,3.0,3.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,3.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,4.0,,0,Economy Class,,,0.0
3.0,4.0,,4.0,3.0,4.0,,0,Economy Class,,,1.0
3.0,1.0,,2.0,1.0,4.0,,0,Economy Class,,,0.0
4.0,5.0,,3.0,5.0,4.0,,0,Economy Class,,,1.0
5.0,5.0,,5.0,5.0,5.0,,0,First Class,,,1.0
1.0,1.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
3.0,1.0,,3.0,1.0,4.0,,0,Economy Class,,,0.0
1.0,1.0,,3.0,2.0,3.0,,0,Economy Class,,,0.0
3.0,5.0,,3.0,4.0,5.0,,0,Business Class,,,1.0
3.0,4.0,,4.0,4.0,3.0,,0,Business Class,,,1.0
4.0,5.0,,4.0,5.0,5.0,,0,Business Class,,,1.0
3.0,3.0,,2.0,2.0,2.0,,0,Business Class,,,0.0
1.0,1.0,,3.0,4.0,2.0,,0,Economy Class,,,0.0
4.0,5.0,,5.0,4.0,5.0,,0,Economy Class,,,1.0
3.0,5.0,,4.0,5.0,4.0,,0,Business Class,,,1.0
1.0,4.0,,3.0,2.0,5.0,,0,Economy Class,,,0.0
3.0,5.0,,4.0,5.0,4.0,,0,Business Class,,,1.0
1.0,4.0,,3.0,2.0,5.0,,0,Economy Class,,,0.0
5.0,5.0,,5.0,4.0,4.0,,0,Economy Class,,,1.0
3.0,5.0,,4.0,5.0,5.0,,0,Economy Class,,,1.0
2.0,4.0,,4.0,4.0,1.0,,0,Premium Economy,,,1.0
4.0,4.0,,5.0,3.0,5.0,,0,Business Class,,,1.0
3.0,1.0,,1.0,4.0,4.0,,0,Economy Class,,,0.0
4.0,3.0,,3.0,2.0,3.0,,0,Economy Class,,,1.0
1.0,3.0,,4.0,3.0,2.0,,0,Business Class,,,0.0
2.0,4.0,,4.0,5.0,3.0,,0,Premium Economy,,,1.0
1.0,4.0,,3.0,3.0,3.0,,0,Business Class,,,0.0
4.0,4.0,,5.0,5.0,5.0,,0,Economy Class,,,1.0
4.0,5.0,,4.0,5.0,5.0,,0,Business Class,,,1.0
1.0,1.0,,2.0,2.0,1.0,,0,Premium Economy,,,0.0
4.0,4.0,,5.0,5.0,3.0,,0,Business Class,,,1.0
2.0,3.0,,3.0,3.0,4.0,,0,Premium Economy,,,0.0
4.0,4.0,,4.0,4.0,4.0,,0,Premium Economy,,,1.0
3.0,4.0,,3.0,2.0,2.0,,0,Economy Class,,,1.0
3.0,1.0,,3.0,1.0,1.0,,0,Economy Class,,,0.0
3.0,4.0,,4.0,4.0,3.0,,0,Business Class,,,1.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
3.0,4.0,,4.0,4.0,3.0,,0,Business Class,,,1.0
1.0,4.0,,1.0,4.0,4.0,,0,Business Class,,,0.0
2.0,1.0,,1.0,2.0,3.0,,0,Premium Economy,,,0.0
4.0,2.0,,3.0,2.0,2.0,,0,Business Class,,,1.0
4.0,4.0,,4.0,4.0,3.0,,0,First Class,,,1.0
5.0,5.0,,5.0,5.0,5.0,,0,Business Class,,,1.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
3.0,5.0,,5.0,5.0,5.0,,0,Economy Class,,,1.0
5.0,5.0,,5.0,5.0,5.0,,0,Business Class,,,1.0
4.0,5.0,,5.0,5.0,5.0,,0,Business Class,,,1.0
5.0,5.0,,5.0,5.0,5.0,,0,Economy Class,,,1.0
4.0,5.0,,4.0,4.0,5.0,,0,Business Class,,,1.0
3.0,5.0,,5.0,5.0,4.0,,0,Economy Class,,,1.0
4.0,5.0,,5.0,4.0,1.0,,0,Economy Class,,,1.0
4.0,5.0,,5.0,5.0,5.0,,0,Economy Class,,,1.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
4.0,5.0,,5.0,4.0,4.0,,0,Economy Class,,,1.0
2.0,3.0,,2.0,2.0,3.0,,0,Economy Class,,,0.0
5.0,5.0,,5.0,5.0,3.0,,0,Economy Class,,,1.0
2.0,4.0,,4.0,4.0,5.0,,0,Economy Class,,,1.0
3.0,1.0,,1.0,2.0,4.0,,0,Premium Economy,,,0.0
3.0,4.0,,5.0,4.0,4.0,,0,Economy Class,,,1.0
4.0,5.0,,4.0,5.0,5.0,,0,Economy Class,,,1.0
3.0,5.0,,4.0,5.0,5.0,,0,Economy Class,,,1.0
4.0,4.0,,4.0,3.0,3.0,,0,Economy Class,,,1.0
1.0,1.0,,1.0,1.0,1.0,,0,Premium Economy,,,0.0
5.0,5.0,,5.0,5.0,5.0,,0,Economy Class,,,1.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,2.0,3.0,1.0,,0,Economy Class,,,0.0
5.0,5.0,,5.0,5.0,3.0,,0,Business Class,,,1.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
2.0,1.0,,1.0,1.0,3.0,,0,Economy Class,,,0.0
5.0,4.0,,,5.0,5.0,,0,Economy Class,,,
1.0,2.0,,2.0,3.0,4.0,,0,Economy Class,,,0.0
3.0,2.0,,2.0,3.0,2.0,,0,Business Class,,,0.0
5.0,5.0,,5.0,5.0,5.0,,0,Economy Class,,,1.0
2.0,2.0,,4.0,5.0,2.0,,0,Economy Class,,,0.0
3.0,4.0,,3.0,3.0,3.0,,0,Economy Class,,,1.0
2.0,5.0,,4.0,5.0,4.0,,0,Business Class,,,1.0
3.0,1.0,,1.0,1.0,3.0,,0,Premium Economy,,,0.0
1.0,1.0,,1.0,1.0,2.0,,0,Economy Class,,,0.0
3.0,5.0,,5.0,5.0,4.0,,0,Economy Class,,,1.0
2.0,1.0,,3.0,4.0,5.0,,0,Economy Class,,,0.0
5.0,5.0,,5.0,5.0,1.0,,0,Economy Class,,,1.0
1.0,4.0,,3.0,4.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,3.0,3.0,,0,Business Class,,,0.0
4.0,4.0,,4.0,2.0,3.0,,0,Economy Class,,,1.0
2.0,2.0,,2.0,3.0,3.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
4.0,5.0,,4.0,4.0,4.0,,0,First Class,,,1.0
4.0,5.0,,5.0,3.0,5.0,,0,Economy Class,,,1.0
3.0,3.0,,3.0,3.0,1.0,,0,Economy Class,,,1.0
4.0,5.0,,4.0,3.0,3.0,,0,Premium Economy,,,1.0
3.0,5.0,,4.0,3.0,3.0,,0,Premium Economy,,,1.0
2.0,3.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
3.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
5.0,5.0,,5.0,4.0,4.0,,0,Economy Class,,,1.0
2.0,4.0,,1.0,1.0,1.0,,0,Business Class,,,1.0
2.0,4.0,,1.0,1.0,1.0,,0,Business Class,,,1.0
3.0,3.0,,3.0,2.0,4.0,,0,Business Class,,,1.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
3.0,1.0,,2.0,2.0,1.0,,0,Economy Class,,,0.0
4.0,5.0,,4.0,3.0,4.0,,0,Business Class,,,1.0
1.0,5.0,,2.0,4.0,3.0,,0,Business Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
3.0,1.0,,2.0,2.0,2.0,,0,Economy Class,,,0.0
1.0,3.0,,2.0,2.0,3.0,,0,Business Class,,,0.0
1.0,3.0,,3.0,1.0,1.0,,0,Economy Class,,,0.0
4.0,4.0,,4.0,4.0,4.0,,0,Premium Economy,,,1.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
2.0,1.0,,2.0,3.0,3.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
4.0,4.0,,4.0,3.0,3.0,,0,Economy Class,,,1.0
2.0,1.0,,1.0,1.0,3.0,,0,Economy Class,,,0.0
1.0,3.0,,2.0,2.0,2.0,,0,Business Class,,,0.0
3.0,1.0,,1.0,1.0,3.0,,0,Economy Class,,,0.0
1.0,2.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
3.0,3.0,,2.0,2.0,1.0,,0,Economy Class,,,0.0
4.0,5.0,,5.0,5.0,5.0,,0,Business Class,,,1.0
3.0,2.0,,3.0,3.0,3.0,,0,Business Class,,,1.0
3.0,1.0,,2.0,3.0,3.0,,0,Economy Class,,,0.0
2.0,1.0,,2.0,1.0,3.0,,0,Premium Economy,,,0.0
3.0,5.0,,5.0,5.0,5.0,,0,Premium Economy,,,1.0
3.0,4.0,,4.0,3.0,3.0,,0,Economy Class,,,1.0
3.0,5.0,,5.0,5.0,5.0,,0,Economy Class,,,1.0
1.0,1.0,,1.0,1.0,3.0,,0,Economy Class,,,0.0
2.0,4.0,,3.0,4.0,3.0,,0,Business Class,,,1.0
3.0,3.0,,3.0,4.0,4.0,,0,Economy Class,,,0.0
1.0,3.0,1.0,1.0,3.0,1.0,3547.709447910814,0,Economy Class,Solo Leisure,Middle-Haul,0.0
1.0,1.0,1.0,1.0,1.0,1.0,3565.517462058495,0,Economy Class,Couple Leisure,Middle-Haul,0.0
1.0,1.0,1.0,1.0,1.0,1.0,3411.690648132522,1,Economy Class,Solo Leisure,Middle-Haul,0.0
2.0,3.0,1.0,1.0,2.0,1.0,3441.3793601282673,0,Economy Class,Couple Leisure,Middle-Haul,0.0
3.0,4.0,3.0,2.0,4.0,3.0,3577.318929713104,1,Economy Class,Couple Leisure,Middle-Haul,1.0
,,,4.0,,,,0,Business Class,,,1.0
,,,,,,,0,,,,0.0
,,,,,,,0,,,,0.0
,,,,,,,0,,,,0.0
,,,,,,,0,,,,0.0
1.0,3.0,1.0,1.0,3.0,1.0,3547.709447910814,0,Economy Class,Solo Leisure,Middle-Haul,0.0
1.0,1.0,1.0,1.0,1.0,1.0,3565.517462058495,0,Economy Class,Couple Leisure,Middle-Haul,0.0
1.0,1.0,1.0,1.0,1.0,1.0,3411.690648132522,1,Economy Class,Solo Leisure,Middle-Haul,0.0
2.0,3.0,1.0,1.0,2.0,1.0,3441.3793601282673,0,Economy Class,Couple Leisure,Middle-Haul,0.0
3.0,4.0,3.0,2.0,4.0,3.0,3577.318929713104,1,Economy Class,Couple Leisure,Middle-Haul,1.0
,,,4.0,,,,0,Business Class,,,1.0
,,,,,,,0,,,,0.0
,,,,,,,0,,,,0.0
,,,,,,,0,,,,0.0
,,,,,,,0,,,,0.0
5.0,5.0,5.0,5.0,5.0,,2304.928333369704,0,Economy Class,Family Leisure,Middle-Haul,1.0
,,,1.0,,,2788.5122904105137,0,Economy Class,Family Leisure,Middle-Haul,0.0
2.0,3.0,3.0,2.0,2.0,,2467.370127213201,0,Economy Class,Family Leisure,Middle-Haul,1.0
3.0,4.0,4.0,5.0,4.0,,2803.8841290240416,0,Economy Class,Solo Leisure,Middle-Haul,1.0
1.0,1.0,1.0,1.0,,,2949.487094878797,0,Economy Class,Solo Leisure,Middle-Haul,0.0
,,,3.0,,,2218.5880732021656,0,Economy Class,Family Leisure,Middle-Haul,0.0
1.0,1.0,1.0,1.0,,,524.3037356008286,0,Economy Class,Solo Leisure,Short-Haul,0.0
4.0,4.0,4.0,4.0,2.0,,2218.5880732021656,0,Economy Class,Couple Leisure,Middle-Haul,1.0
1.0,1.0,2.0,1.0,1.0,1.0,3750.740341945802,1,Economy Class,Solo Leisure,Middle-Haul,0.0
1.0,1.0,1.0,1.0,,,1943.912809830844,0,Economy Class,Couple Leisure,Middle-Haul,0.0
5.0,5.0,5.0,5.0,5.0,,2304.928333369704,0,Economy Class,Family Leisure,Middle-Haul,1.0
,,,1.0,,,2788.5122904105137,0,Economy Class,Family Leisure,Middle-Haul,0.0
2.0,3.0,3.0,2.0,2.0,,2467.370127213201,0,Economy Class,Family Leisure,Middle-Haul,1.0
3.0,4.0,4.0,5.0,4.0,,2803.8841290240416,0,Economy Class,Solo Leisure,Middle-Haul,1.0
1.0,1.0,1.0,1.0,,,2949.487094878797,0,Economy Class,Solo Leisure,Middle-Haul,0.0
,,,3.0,,,2218.5880732021656,0,Economy Class,Family Leisure,Middle-Haul,0.0
1.0,1.0,1.0,1.0,,,524.3037356008286,0,Economy Class,Solo Leisure,Short-Haul,0.0
4.0,4.0,4.0,4.0,2.0,,2218.5880732021656,0,Economy Class,Couple Leisure,Middle-Haul,1.0
1.0,1.0,2.0,1.0,1.0,1.0,3750.740341945802,1,Economy Class,Solo Leisure,Middle-Haul,0.0
