Seat Comfort,Cabin Staff Service,Ground Service,Value For Money,Food & Beverages,Inflight Entertainment,Distance,Is_stop,Seat Type,Type Of Traveller,Flight Length,Recommended
1.0,3.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
2.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
2.0,3.0,,2.0,3.0,1.0,,0,Business Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
2.0,2.0,,1.0,3.0,1.0,,0,Economy Class,,,0.0
3.0,4.0,,4.0,4.0,4.0,,0,Economy Class,,,1.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
3.0,5.0,,4.0,3.0,4.0,,0,Premium Economy,,,1.0
1.0,4.0,,1.0,3.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,1.0,3.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
4.0,5.0,,3.0,4.0,2.0,,0,Economy Class,,,1.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,4.0,3.0,2.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,3.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,3.0,1.0,,0,Premium Economy,,,0.0
1.0,1.0,,1.0,2.0,1.0,,0,Premium Economy,,,0.0
1.0,3.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Premium Economy,,,0.0
1.0,1.0,,2.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,3.0,1.0,,0,Premium Economy,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Premium Economy,,,0.0
1.0,2.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,3.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,3.0,1.0,,0,Premium Economy,,,0.0
2.0,3.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
2.0,2.0,,1.0,3.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,3.0,2.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Premium Economy,,,0.0
1.0,1.0,,1.0,2.0,1.0,,0,Premium Economy,,,0.0
1.0,4.0,,1.0,2.0,2.0,,0,Premium Economy,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Premium Economy,,,0.0
2.0,3.0,,1.0,3.0,1.0,,0,Premium Economy,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Premium Economy,,,0.0
2.0,4.0,,1.0,3.0,1.0,,0,Premium Economy,,,0.0
1.0,2.0,,2.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
5.0,5.0,,5.0,4.0,1.0,,0,Economy Class,,,1.0
1.0,2.0,,1.0,1.0,2.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
3.0,5.0,,4.0,4.0,5.0,,0,Economy Class,,,1.0
1.0,1.0,,1.0,1.0,1.0,,0,Premium Economy,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,1.0,3.0,2.0,,0,Premium Economy,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
3.0,4.0,,3.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
2.0,3.0,,1.0,1.0,1.0,,0,Premium Economy,,,0.0
2.0,1.0,,1.0,1.0,3.0,,0,Premium Economy,,,0.0
1.0,2.0,,1.0,3.0,1.0,,0,Premium Economy,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Premium Economy,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,2.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,2.0,4.0,3.0,,0,Economy Class,,,0.0
1.0,3.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,2.0,1.0,,0,Premium Economy,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Business Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,1.0,3.0,3.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
2.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
2.0,1.0,,2.0,1.0,1.0,,0,Premium Economy,,,0.0
1.0,2.0,,1.0,2.0,1.0,,0,Premium Economy,,,0.0
1.0,2.0,,1.0,2.0,1.0,,0,Premium Economy,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,3.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
2.0,5.0,,3.0,5.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,2.0,1.0,,0,Premium Economy,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Business Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,2.0,3.0,3.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,1.0,3.0,1.0,,0,Economy Class,,,0.0
5.0,4.0,,4.0,3.0,2.0,,0,Economy Class,,,1.0
2.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
2.0,5.0,,3.0,5.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,1.0,1.0,2.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,1.0,2.0,1.0,,0,Business Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,1.0,3.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,1.0,1.0,2.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,2.0,1.0,1.0,,0,Premium Economy,,,0.0
4.0,1.0,,2.0,3.0,4.0,,0,Premium Economy,,,0.0
1.0,2.0,,1.0,3.0,1.0,,0,Premium Economy,,,0.0
1.0,3.0,,2.0,1.0,1.0,,0,Premium Economy,,,0.0
1.0,3.0,,3.0,3.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,3.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,2.0,1.0,,0,Premium Economy,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
3.0,5.0,,4.0,3.0,3.0,,0,Economy Class,,,1.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,4.0,1.0,,0,Premium Economy,,,0.0
1.0,2.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,2.0,3.0,1.0,,0,Premium Economy,,,0.0
1.0,2.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,2.0,1.0,,0,Premium Economy,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Premium Economy,,,0.0
2.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
2.0,3.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Premium Economy,,,0.0
4.0,5.0,,5.0,5.0,3.0,,0,Economy Class,,,1.0
1.0,3.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,2.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,3.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
2.0,3.0,,1.0,3.0,2.0,,0,Premium Economy,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,3.0,3.0,,0,Economy Class,,,0.0
1.0,3.0,,2.0,2.0,1.0,,0,Premium Economy,,,0.0
1.0,3.0,,2.0,4.0,1.0,,0,Premium Economy,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Premium Economy,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,3.0,1.0,,0,Premium Economy,,,0.0
1.0,4.0,,2.0,3.0,3.0,,0,Economy Class,,,0.0
4.0,5.0,,5.0,4.0,5.0,,0,Economy Class,,,1.0
1.0,3.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
5.0,5.0,,3.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
2.0,4.0,,3.0,4.0,2.0,,0,Economy Class,,,1.0
1.0,2.0,,1.0,2.0,1.0,,0,Premium Economy,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,4.0,,2.0,4.0,1.0,,0,Economy Class,,,0.0
1.0,3.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
3.0,4.0,,4.0,2.0,4.0,,0,Economy Class,,,1.0
1.0,4.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,2.0,1.0,,0,Economy Class,,,0.0
2.0,3.0,,2.0,4.0,1.0,,0,Business Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
5.0,4.0,,5.0,4.0,4.0,,0,Premium Economy,,,1.0
1.0,3.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
4.0,4.0,,3.0,3.0,4.0,,0,Economy Class,,,1.0
2.0,2.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Premium Economy,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Premium Economy,,,0.0
1.0,1.0,,2.0,2.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Business Class,,,0.0
4.0,4.0,,5.0,4.0,4.0,,0,Economy Class,,,1.0
3.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,2.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,2.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,1.0,1.0,1.0,,0,Economy Class,,,0.0
1.0,1.0,,2.0,3.0,5.0,,0,Economy Class,,,0.0
2.0,2.0,1.0,1.0,,1.0,3333.909520454798,0,Premium Economy,Couple Leisure,Middle-Haul,0.0
5.0,5.0,5.0,5.0,5.0,4.0,5729.043216991899,0,Business Class,Solo Leisure,Long-Haul,1.0
1.0,2.0,2.0,2.0,1.0,4.0,10370.006365138921,0,Economy Class,Couple Leisure,Long-Haul,0.0
4.0,4.0,1.0,2.0,,,5709.909714880099,0,Business Class,Business,Long-Haul,1.0
1.0,1.0,1.0,1.0,,2.0,4359.090962204216,0,Economy Class,Family Leisure,Long-Haul,0.0
1.0,1.0,4.0,2.0,3.0,5.0,3025.3772921817595,0,Economy Class,Solo Leisure,Middle-Haul,0.0
1.0,1.0,1.0,1.0,1.0,1.0,7556.351477887193,1,Economy Class,Solo Leisure,Long-Haul,0.0
4.0,5.0,2.0,3.0,5.0,5.0,6007.578708087775,0,Economy Class,Family Leisure,Long-Haul,0.0
1.0,3.0,3.0,1.0,3.0,1.0,4312.916459507763,0,Business Class,Couple Leisure,Long-Haul,0.0
2.0,2.0,1.0,1.0,,,10886.579629192725,0,Economy Class,Business,Long-Haul,0.0
2.0,2.0,1.0,1.0,,1.0,3333.909520454798,0,Premium Economy,Couple Leisure,Middle-Haul,0.0
5.0,5.0,5.0,5.0,5.0,4.0,5729.043216991899,0,Business Class,Solo Leisure,Long-Haul,1.0
1.0,2.0,2.0,2.0,1.0,4.0,10370.006365138921,0,Economy Class,Couple Leisure,Long-Haul,0.0
4.0,4.0,1.0,2.0,,,5709.909714880099,0,Business Class,Business,Long-Haul,1.0
1.0,1.0,1.0,1.0,,2.0,4359.090962204216,0,Economy Class,Family Leisure,Long-Haul,0.0
1.0,1.0,4.0,2.0,3.0,5.0,3025.3772921817595,0,Economy Class,Solo Leisure,Middle-Haul,0.0
1.0,1.0,1.0,1.0,1.0,1.0,7556.351477887193,1,Economy Class,Solo Leisure,Long-Haul,0.0
4.0,5.0,2.0,3.0,5.0,5.0,6007.578708087775,0,Economy Class,Family Leisure,Long-Haul,0.0
1.0,3.0,3.0,1.0,3.0,1.0,4312.916459507763,0,Business Class,Couple Leisure,Long-Haul,0.0
2.0,2.0,1.0,1.0,,,10886.579629192725,0,Economy Class,Business,Long-Haul,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1870.4670804444356,0,Business Class,Business,Middle-Haul,0.0
1.0,1.0,3.0,1.0,1.0,1.0,7603.188382935722,0,Economy Class,Solo Leisure,Long-Haul,0.0
1.0,2.0,1.0,1.0,1.0,1.0,11331.691581119294,0,Economy Class,Couple Leisure,Long-Haul,0.0
3.0,4.0,1.0,1.0,3.0,,2712.885745312945,0,Economy Class,Business,Middle-Haul,0.0
2.0,1.0,4.0,3.0,2.0,2.0,16730.50930952947,1,Premium Economy,Couple Leisure,Long-Haul,0.0
1.0,1.0,1.0,1.0,,,3025.3772921817595,0,Economy Class,Family Leisure,Middle-Haul,0.0
4.0,5.0,1.0,4.0,4.0,4.0,3767.1748263654176,1,Economy Class,Business,Middle-Haul,0.0
1.0,1.0,4.0,1.0,1.0,3.0,12635.40532422625,1,Economy Class,Solo Leisure,Long-Haul,0.0
2.0,1.0,1.0,1.0,,,579.273974222228,0,Economy Class,Solo Leisure,Short-Haul,0.0
,,,4.0,,,1592.0163732375318,0,Economy Class,Couple Leisure,Middle-Haul,0.0
3.0,3.0,1.0,1.0,3.0,,1574.4125425213117,1,Economy Class,Business,Middle-Haul,0.0
1.0,,1.0,1.0,,,5664.636221870684,1,Economy Class,Family Leisure,Long-Haul,0.0
2.0,2.0,1.0,1.0,1.0,1.0,5357.169585307189,0,Economy Class,Family Leisure,Long-Haul,0.0
1.0,,1.0,1.0,,,1129.8784334388645,0,Economy Class,Solo Leisure,Middle-Haul,0.0
3.0,3.0,1.0,1.0,3.0,,3401.8649539218522,0,Economy Class,Solo Leisure,Middle-Haul,0.0
2.0,3.0,4.0,2.0,1.0,3.0,7099.69286674524,0,Economy Class,Couple Leisure,Long-Haul,0.0
2.0,2.0,1.0,1.0,2.0,2.0,4358.3695497141,0,Economy Class,Solo Leisure,Long-Haul,0.0
1.0,1.0,1.0,1.0,1.0,1.0,6499.781207741373,0,Economy Class,Solo Leisure,Long-Haul,0.0
1.0,3.0,3.0,3.0,1.0,3.0,12574.41663943711,0,Economy Class,Couple Leisure,Long-Haul,0.0
3.0,3.0,2.0,2.0,3.0,2.0,2361.0388215764997,1,Economy Class,Business,Middle-Haul,0.0
1.0,1.0,1.0,1.0,2.0,,6351.203482370834,0,Economy Class,Business,Long-Haul,0.0
,,1.0,3.0,,,10370.006365138921,0,Economy Class,Family Leisure,Long-Haul,0.0
3.0,3.0,3.0,3.0,3.0,4.0,0.0,1,Economy Class,Family Leisure,Short-Haul,0.0
4.0,5.0,2.0,2.0,3.0,3.0,6351.203482370834,0,Economy Class,Business,Long-Haul,1.0
1.0,1.0,1.0,1.0,,,6351.203482370834,0,Economy Class,Couple Leisure,Long-Haul,0.0
5.0,5.0,5.0,5.0,5.0,5.0,3367.665913423736,0,Economy Class,Business,Middle-Haul,1.0
1.0,1.0,3.0,1.0,1.0,,10813.7611513193,1,Premium Economy,Solo Leisure,Long-Haul,0.0
1.0,1.0,1.0,1.0,,1.0,502.3206376425857,0,Economy Class,Business,Short-Haul,0.0
,,,2.0,,,6319.056401704483,1,Economy Class,Solo Leisure,Long-Haul,0.0
1.0,1.0,1.0,1.0,1.0,,2717.082794235772,0,Economy Class,Solo Leisure,Middle-Haul,0.0
3.0,4.0,5.0,4.0,4.0,5.0,6646.199000755844,0,Business Class,Business,Long-Haul,1.0
3.0,5.0,1.0,1.0,4.0,4.0,12104.482908706641,1,Economy Class,Couple Leisure,Long-Haul,0.0
1.0,1.0,1.0,1.0,1.0,1.0,702.2251633157217,0,Economy Class,Business,Short-Haul,0.0
3.0,2.0,1.0,1.0,3.0,1.0,1181.9335897645697,0,Business Class,Business,Middle-Haul,0.0
3.0,3.0,1.0,1.0,,,5496.786313295399,1,Economy Class,Business,Long-Haul,0.0
,,,1.0,,,3785.3952031311414,0,Economy Class,Couple Leisure,Middle-Haul,0.0
2.0,1.0,1.0,1.0,2.0,1.0,3656.229360501474,0,Economy Class,Business,Middle-Haul,0.0
,,,1.0,,,563.9738132111894,0,Economy Class,Business,Short-Haul,0.0
3.0,3.0,1.0,1.0,3.0,4.0,6351.203482370834,1,Economy Class,Couple Leisure,Long-Haul,0.0
2.0,1.0,1.0,1.0,2.0,4.0,8776.464431038687,1,Economy Class,Business,Long-Haul,0.0
4.0,4.0,1.0,2.0,4.0,4.0,16658.376872330024,1,Business Class,Business,Long-Haul,0.0
1.0,1.0,4.0,2.0,1.0,3.0,9864.55496389861,1,Economy Class,Business,Long-Haul,0.0
1.0,1.0,1.0,1.0,1.0,2.0,3308.8748213899376,0,Premium Economy,Couple Leisure,Middle-Haul,0.0
2.0,2.0,1.0,2.0,1.0,3.0,7055.868372319034,0,Premium Economy,Couple Leisure,Long-Haul,0.0
1.0,,1.0,1.0,,3.0,3367.665913423736,0,Economy Class,Couple Leisure,Middle-Haul,0.0
3.0,3.0,4.0,4.0,2.0,3.0,7603.188382935722,0,Economy Class,Business,Long-Haul,1.0
1.0,2.0,1.0,1.0,1.0,1.0,3971.688263603044,0,Business Class,Couple Leisure,Middle-Haul,0.0
3.0,2.0,4.0,2.0,1.0,3.0,7603.188382935722,0,Premium Economy,Solo Leisure,Long-Haul,0.0
1.0,2.0,1.0,1.0,,,2717.082794235772,0,Economy Class,Couple Leisure,Middle-Haul,0.0
2.0,3.0,1.0,1.0,2.0,2.0,2433.813512768118,1,Economy Class,Solo Leisure,Middle-Haul,0.0
1.0,2.0,3.0,1.0,3.0,1.0,1902.7289678029329,0,Economy Class,Couple Leisure,Middle-Haul,0.0
2.0,3.0,2.0,1.0,2.0,2.0,3367.665913423736,0,Economy Class,Business,Middle-Haul,0.0
1.0,4.0,3.0,2.0,3.0,3.0,1934.3240198298674,0,Economy Class,Couple Leisure,Middle-Haul,0.0
3.0,5.0,4.0,5.0,4.0,5.0,5729.043216991899,0,Economy Class,Family Leisure,Long-Haul,1.0
2.0,1.0,1.0,1.0,,,2830.104041462149,0,Economy Class,Couple Leisure,Middle-Haul,0.0
,,1.0,1.0,,,2510.4517884619495,0,Economy Class,Solo Leisure,Middle-Haul,0.0
,,1.0,2.0,,,1482.094380787745,1,Economy Class,Solo Leisure,Middle-Haul,0.0
1.0,5.0,5.0,2.0,,,1129.8784334388645,0,Economy Class,Couple Leisure,Middle-Haul,1.0
1.0,2.0,3.0,4.0,4.0,3.0,5729.043216991899,0,Economy Class,Family Leisure,Long-Haul,0.0
5.0,5.0,5.0,5.0,5.0,5.0,11850.827649001658,0,Economy Class,Solo Leisure,Long-Haul,1.0
3.0,4.0,1.0,1.0,1.0,3.0,10410.90191329191,0,Economy Class,Business,Long-Haul,0.0
2.0,1.0,2.0,3.0,1.0,,1181.9335897645697,0,Economy Class,Business,Middle-Haul,0.0
,,,3.0,,,12481.711435336329,0,Business Class,Business,Long-Haul,1.0
5.0,5.0,5.0,5.0,5.0,4.0,5729.043216991899,0,Economy Class,Couple Leisure,Long-Haul,1.0
1.0,2.0,1.0,1.0,1.0,1.0,2461.204052848605,1,Economy Class,Solo Leisure,Middle-Haul,0.0
1.0,3.0,3.0,1.0,1.0,,13568.205434394462,1,Economy Class,Solo Leisure,Long-Haul,0.0
1.0,4.0,3.0,4.0,2.0,3.0,7603.188382935722,0,Economy Class,Solo Leisure,Long-Haul,0.0
1.0,1.0,1.0,1.0,1.0,4.0,3367.665913423736,0,Economy Class,Business,Middle-Haul,0.0
1.0,2.0,1.0,1.0,1.0,1.0,502.3206376425857,0,Economy Class,Couple Leisure,Short-Haul,0.0
5.0,5.0,5.0,5.0,5.0,5.0,5555.626465359933,0,Economy Class,Solo Leisure,Long-Haul,1.0
3.0,4.0,4.0,4.0,3.0,4.0,5729.043216991899,0,Economy Class,Couple Leisure,Long-Haul,1.0
4.0,4.0,4.0,2.0,2.0,5.0,6646.199000755844,0,Economy Class,Couple Leisure,Long-Haul,1.0
2.0,2.0,1.0,1.0,2.0,2.0,3681.818892004957,0,Economy Class,Solo Leisure,Middle-Haul,0.0
5.0,5.0,5.0,5.0,5.0,5.0,5265.681154654765,0,Economy Class,Couple Leisure,Long-Haul,1.0
4.0,1.0,5.0,2.0,1.0,5.0,11655.011293284779,0,Premium Economy,Couple Leisure,Long-Haul,0.0
2.0,1.0,2.0,2.0,1.0,2.0,7922.076699564514,0,Economy Class,Couple Leisure,Long-Haul,0.0
1.0,1.0,1.0,1.0,1.0,1.0,2859.8399266984666,0,Economy Class,Solo Leisure,Middle-Haul,0.0
4.0,4.0,5.0,5.0,,,5729.043216991899,0,Economy Class,Family Leisure,Long-Haul,1.0
5.0,5.0,5.0,5.0,3.0,5.0,3800.5424119813656,1,Economy Class,Couple Leisure,Middle-Haul,1.0
1.0,1.0,4.0,1.0,3.0,4.0,11655.011293284779,0,Economy Class,Business,Long-Haul,0.0
3.0,2.0,1.0,2.0,3.0,,11099.613608276499,0,Economy Class,Family Leisure,Long-Haul,0.0
1.0,1.0,1.0,1.0,,,10637.179926598053,1,Economy Class,Solo Leisure,Long-Haul,0.0
